,R_0,R_1,R_2,R_3,R_4,City_State,County_Name,Secondary_Name,State
3941,552,591,742,948,1005,"Johnston County, OK",Johnston County,Johnston County,OK
3942,540,544,716,990,1078,"Kay County, OK",Kay County,Kay County,OK
3943,557,657,748,1016,1019,"Kingfisher County, OK",Kingfisher County,Kingfisher County,OK
3944,513,523,689,859,933,"Kiowa County, OK",Kiowa County,Kiowa County,OK
3945,548,551,686,882,1009,"Latimer County, OK",Latimer County,Latimer County,OK
3946,609,613,768,957,1040,"Love County, OK",Love County,Love County,OK
3947,451,521,686,893,1047,"McCurtain County, OK",McCurtain County,McCurtain County,OK
3948,516,603,686,989,1204,"McIntosh County, OK",McIntosh County,McIntosh County,OK
3949,555,575,745,928,1009,"Major County, OK",Major County,Major County,OK
3950,464,541,712,887,1134,"Marshall County, OK",Marshall County,Marshall County,OK
3951,553,564,743,981,1089,"Mayes County, OK",Mayes County,Mayes County,OK
3952,602,606,722,936,1198,"Murray County, OK",Murray County,Murray County,OK
3953,468,554,718,969,973,"Muskogee County, OK",Muskogee County,Muskogee County,OK
3954,511,603,686,990,1204,"Noble County, OK",Noble County,Noble County,OK
3955,581,593,781,973,1371,"Nowata County, OK",Nowata County,Nowata County,OK
3956,511,569,686,861,1020,"Okfuskee County, OK",Okfuskee County,Okfuskee County,OK
3957,510,591,779,971,1079,"Ottawa County, OK",Ottawa County,Ottawa County,OK
3958,678,682,830,1181,1295,"Payne County, OK",Payne County,Payne County,OK
3959,504,588,774,965,1270,"Pittsburg County, OK",Pittsburg County,Pittsburg County,OK
3960,512,579,757,1001,1038,"Pontotoc County, OK",Pontotoc County,Pontotoc County,OK
3961,567,589,751,999,1075,"Pottawatomie County, OK",Pottawatomie County,Pottawatomie County,OK
3962,447,521,686,922,1015,"Pushmataha County, OK",Pushmataha County,Pushmataha County,OK
3963,511,593,686,855,993,"Roger Mills County, OK",Roger Mills County,Roger Mills County,OK
3964,447,521,686,891,1074,"Seminole County, OK",Seminole County,Seminole County,OK
3965,485,562,716,945,1016,"Stephens County, OK",Stephens County,Stephens County,OK
3966,667,686,781,973,1090,"Texas County, OK",Texas County,Texas County,OK
3967,511,538,686,895,993,"Tillman County, OK",Tillman County,Tillman County,OK
3968,538,633,723,978,1153,"Washington County, OK",Washington County,Washington County,OK
3969,526,621,707,881,1005,"Washita County, OK",Washita County,Washita County,OK
3970,551,650,740,922,1071,"Woods County, OK",Woods County,Woods County,OK
3971,582,696,792,1089,1111,"Woodward County, OK",Woodward County,Woodward County,OK
3972,548,656,839,1210,1405,"Baker County, OR",Baker County,Baker County,OR
3973,735,875,1071,1545,1645,"Clatsop County, OR",Clatsop County,Clatsop County,OR
3974,631,760,933,1346,1602,"Coos County, OR",Coos County,Coos County,OR
3975,631,735,968,1288,1515,"Crook County, OR",Crook County,Crook County,OR
3976,697,869,1070,1544,1733,"Curry County, OR",Curry County,Curry County,OR
3977,717,835,1100,1587,1870,"Douglas County, OR",Douglas County,Douglas County,OR
3978,638,759,979,1270,1585,"Gilliam County, OR",Gilliam County,Gilliam County,OR
3979,613,659,804,1160,1237,"Grant County, OR",Grant County,Grant County,OR
3980,478,615,734,1059,1205,"Harney County, OR",Harney County,Harney County,OR
3981,826,980,1268,1829,1946,"Hood River County, OR",Hood River County,Hood River County,OR
3982,584,788,897,1294,1575,"Jefferson County, OR",Jefferson County,Jefferson County,OR
3983,599,686,902,1271,1409,"Klamath County, OR",Klamath County,Klamath County,OR
3984,506,652,776,1074,1207,"Lake County, OR",Lake County,Lake County,OR
3985,697,858,1070,1544,1869,"Lincoln County, OR",Lincoln County,Lincoln County,OR
3986,576,646,851,1112,1319,"Malheur County, OR",Malheur County,Malheur County,OR
3987,704,709,934,1210,1265,"Morrow County, OR",Morrow County,Morrow County,OR
3988,631,762,969,1308,1313,"Sherman County, OR",Sherman County,Sherman County,OR
3989,734,766,1009,1456,1575,"Tillamook County, OR",Tillamook County,Tillamook County,OR
3990,563,687,864,1203,1408,"Umatilla County, OR",Umatilla County,Umatilla County,OR
3991,595,693,913,1317,1530,"Union County, OR",Union County,Union County,OR
3992,556,720,853,1175,1404,"Wallowa County, OR",Wallowa County,Wallowa County,OR
3993,830,930,1225,1701,2111,"Wasco County, OR",Wasco County,Wasco County,OR
3994,481,572,738,1039,1195,"Wheeler County, OR",Wheeler County,Wheeler County,OR
3995,593,626,742,942,1038,"Bedford County, PA",Bedford County,Bedford County,PA
3996,612,616,802,1117,1189,"Bradford County, PA",Bradford County,Bradford County,PA
3997,532,542,714,890,967,"Cameron County, PA",Cameron County,Cameron County,PA
3998,604,608,714,890,967,"Clarion County, PA",Clarion County,Clarion County,PA
3999,520,599,735,957,1113,"Clearfield County, PA",Clearfield County,Clearfield County,PA
4000,556,629,829,1105,1436,"Clinton County, PA",Clinton County,Clinton County,PA
4001,565,619,777,973,1053,"Crawford County, PA",Crawford County,Crawford County,PA
4002,465,565,714,954,967,"Elk County, PA",Elk County,Elk County,PA
4003,572,583,768,957,1040,"Forest County, PA",Forest County,Forest County,PA
4004,532,627,714,938,1153,"Fulton County, PA",Fulton County,Fulton County,PA
4005,653,657,777,968,1053,"Greene County, PA",Greene County,Greene County,PA
4006,532,599,714,970,1079,"Huntingdon County, PA",Huntingdon County,Huntingdon County,PA
4007,621,682,834,1039,1130,"Indiana County, PA",Indiana County,Indiana County,PA
4008,567,571,723,916,979,"Jefferson County, PA",Jefferson County,Jefferson County,PA
4009,467,558,717,893,971,"Juniata County, PA",Juniata County,Juniata County,PA
4010,536,625,822,1025,1176,"Lawrence County, PA",Lawrence County,Lawrence County,PA
4011,519,563,731,911,1011,"McKean County, PA",McKean County,McKean County,PA
4012,533,610,714,952,1103,"Mifflin County, PA",Mifflin County,Mifflin County,PA
4013,512,578,745,945,1049,"Northumberland County, PA",Northumberland County,Northumberland County,PA
4014,609,611,714,1026,1131,"Potter County, PA",Potter County,Potter County,PA
4015,610,614,779,1035,1161,"Schuylkill County, PA",Schuylkill County,Schuylkill County,PA
4016,606,612,798,1037,1205,"Snyder County, PA",Snyder County,Snyder County,PA
4017,587,591,714,960,1067,"Somerset County, PA",Somerset County,Somerset County,PA
4018,532,607,714,1030,1254,"Sullivan County, PA",Sullivan County,Sullivan County,PA
4019,532,629,816,1069,1207,"Susquehanna County, PA",Susquehanna County,Susquehanna County,PA
4020,549,685,842,1109,1354,"Tioga County, PA",Tioga County,Tioga County,PA
4021,638,726,857,1128,1161,"Union County, PA",Union County,Union County,PA
4022,563,572,714,890,1142,"Venango County, PA",Venango County,Venango County,PA
4023,581,593,714,918,967,"Warren County, PA",Warren County,Warren County,PA
4024,688,729,923,1246,1250,"Wayne County, PA",Wayne County,Wayne County,PA
4025,491,494,651,939,1143,"Abbeville County, SC",Abbeville County,Abbeville County,SC
4026,491,494,651,877,882,"Allendale County, SC",Allendale County,Allendale County,SC
4027,548,551,726,947,1012,"Bamberg County, SC",Bamberg County,Bamberg County,SC
4028,526,587,668,873,1046,"Barnwell County, SC",Barnwell County,Barnwell County,SC
4029,460,536,706,895,1150,"Cherokee County, SC",Cherokee County,Cherokee County,SC
4030,513,572,651,890,958,"Chesterfield County, SC",Chesterfield County,Chesterfield County,SC
4031,513,518,651,842,996,"Clarendon County, SC",Clarendon County,Clarendon County,SC
4032,606,676,770,999,1043,"Colleton County, SC",Colleton County,Colleton County,SC
4033,513,572,651,833,937,"Dillon County, SC",Dillon County,Dillon County,SC
4034,644,648,831,1199,1201,"Georgetown County, SC",Georgetown County,Georgetown County,SC
4035,552,601,701,946,950,"Greenwood County, SC",Greenwood County,Greenwood County,SC
4036,495,498,651,884,1113,"Hampton County, SC",Hampton County,Hampton County,SC
4037,530,552,673,846,967,"Lee County, SC",Lee County,Lee County,SC
4038,497,500,659,892,948,"McCormick County, SC",McCormick County,McCormick County,SC
4039,556,561,651,879,882,"Marion County, SC",Marion County,Marion County,SC
4040,507,510,651,896,986,"Marlboro County, SC",Marlboro County,Marlboro County,SC
4041,578,582,766,1041,1185,"Newberry County, SC",Newberry County,Newberry County,SC
4042,505,542,714,999,1181,"Oconee County, SC",Oconee County,Oconee County,SC
4043,597,609,700,889,1133,"Orangeburg County, SC",Orangeburg County,Orangeburg County,SC
4044,536,540,711,893,1035,"Williamsburg County, SC",Williamsburg County,Williamsburg County,SC
4045,500,579,732,912,1070,"Aurora County, SD",Aurora County,Aurora County,SD
4046,587,591,745,1032,1036,"Beadle County, SD",Beadle County,Beadle County,SD
4047,500,611,732,913,1109,"Bennett County, SD",Bennett County,Bennett County,SD
4048,487,542,714,964,967,"Bon Homme County, SD",Bon Homme County,Bon Homme County,SD
4049,660,664,848,1223,1413,"Brookings County, SD",Brookings County,Brookings County,SD
4050,528,615,810,1093,1097,"Brown County, SD",Brown County,Brown County,SD
4051,494,549,723,1043,1095,"Brule County, SD",Brule County,Brule County,SD
4052,541,602,793,988,1201,"Buffalo County, SD",Buffalo County,Buffalo County,SD
4053,589,654,862,1074,1305,"Butte County, SD",Butte County,Butte County,SD
4054,487,542,714,924,1081,"Campbell County, SD",Campbell County,Campbell County,SD
4055,487,542,714,890,1016,"Charles Mix County, SD",Charles Mix County,Charles Mix County,SD
4056,576,640,843,1051,1209,"Clark County, SD",Clark County,Clark County,SD
4057,587,637,839,1098,1473,"Clay County, SD",Clay County,Clay County,SD
4058,550,611,805,1094,1283,"Codington County, SD",Codington County,Codington County,SD
4059,487,542,714,943,1109,"Corson County, SD",Corson County,Corson County,SD
4060,577,672,885,1103,1505,"Davison County, SD",Davison County,Davison County,SD
4061,487,616,714,964,967,"Day County, SD",Day County,Day County,SD
4062,487,627,714,1030,1081,"Deuel County, SD",Deuel County,Deuel County,SD
4063,542,603,794,989,1076,"Dewey County, SD",Dewey County,Dewey County,SD
4064,501,574,734,950,1112,"Douglas County, SD",Douglas County,Douglas County,SD
4065,502,612,735,951,1290,"Edmunds County, SD",Edmunds County,Edmunds County,SD
4066,527,644,772,1114,1352,"Fall River County, SD",Fall River County,Fall River County,SD
4067,524,583,768,957,1163,"Faulk County, SD",Faulk County,Faulk County,SD
4068,542,603,794,989,1202,"Grant County, SD",Grant County,Grant County,SD
4069,487,552,714,967,1081,"Gregory County, SD",Gregory County,Gregory County,SD
4070,597,664,874,1131,1324,"Haakon County, SD",Haakon County,Haakon County,SD
4071,527,586,772,963,1169,"Hamlin County, SD",Hamlin County,Hamlin County,SD
4072,487,542,714,956,1081,"Hand County, SD",Hand County,Hand County,SD
4073,487,542,714,1030,1209,"Hanson County, SD",Hanson County,Hanson County,SD
4074,551,613,807,1006,1222,"Harding County, SD",Harding County,Harding County,SD
4075,523,610,803,1158,1410,"Hughes County, SD",Hughes County,Hughes County,SD
4076,528,588,774,971,1049,"Hutchinson County, SD",Hutchinson County,Hutchinson County,SD
4077,516,574,756,978,1145,"Hyde County, SD",Hyde County,Hyde County,SD
4078,487,542,714,1030,1153,"Jackson County, SD",Jackson County,Jackson County,SD
4079,487,627,714,1030,1081,"Jerauld County, SD",Jerauld County,Jerauld County,SD
4080,487,542,714,1030,1081,"Jones County, SD",Jones County,Jones County,SD
4081,524,582,767,1106,1190,"Kingsbury County, SD",Kingsbury County,Kingsbury County,SD
4082,487,542,714,1030,1232,"Lake County, SD",Lake County,Lake County,SD
4083,547,619,788,1137,1384,"Lawrence County, SD",Lawrence County,Lawrence County,SD
4084,520,669,761,972,1153,"Lyman County, SD",Lyman County,Lyman County,SD
4085,579,644,848,1223,1284,"McPherson County, SD",McPherson County,McPherson County,SD
4086,496,551,726,974,1100,"Marshall County, SD",Marshall County,Marshall County,SD
4087,487,542,714,890,1081,"Mellette County, SD",Mellette County,Mellette County,SD
4088,487,542,714,940,1081,"Miner County, SD",Miner County,Miner County,SD
4089,487,584,714,896,1254,"Moody County, SD",Moody County,Moody County,SD
4090,500,556,732,923,992,Oglala Lakota County,Oglala Lakota County,Oglala Lakota County,SD
4091,538,598,788,982,1193,"Perkins County, SD",Perkins County,Perkins County,SD
4092,532,591,779,1008,1180,"Potter County, SD",Potter County,Potter County,SD
4093,492,547,720,915,975,"Roberts County, SD",Roberts County,Roberts County,SD
4094,487,592,714,893,1236,"Sanborn County, SD",Sanborn County,Sanborn County,SD
4095,518,576,758,973,1027,"Spink County, SD",Spink County,Spink County,SD
4096,601,668,880,1139,1333,"Stanley County, SD",Stanley County,Stanley County,SD
4097,487,547,714,932,1081,"Sully County, SD",Sully County,Sully County,SD
4098,487,542,714,944,967,"Todd County, SD",Todd County,Todd County,SD
4099,487,542,714,981,1081,"Tripp County, SD",Tripp County,Tripp County,SD
4100,509,654,745,1066,1133,"Walworth County, SD",Walworth County,Walworth County,SD
4101,546,607,800,1070,1164,"Yankton County, SD",Yankton County,Yankton County,SD
4102,487,542,714,928,1073,"Ziebach County, SD",Ziebach County,Ziebach County,SD
4103,617,621,803,1023,1226,"Bedford County, TN",Bedford County,Bedford County,TN
4104,492,551,649,856,979,"Benton County, TN",Benton County,Benton County,TN
4105,492,554,649,915,1139,"Bledsoe County, TN",Bledsoe County,Bledsoe County,TN
4106,504,583,664,827,899,"Carroll County, TN",Carroll County,Carroll County,TN
4107,501,530,660,822,981,"Claiborne County, TN",Claiborne County,Claiborne County,TN
4108,492,509,649,906,969,"Clay County, TN",Clay County,Clay County,TN
4109,492,493,649,936,1139,"Cocke County, TN",Cocke County,Cocke County,TN
4110,567,568,748,1027,1214,"Coffee County, TN",Coffee County,Coffee County,TN
4111,548,552,727,1003,1089,"Cumberland County, TN",Cumberland County,Cumberland County,TN
4112,492,570,649,809,969,"Decatur County, TN",Decatur County,Decatur County,TN
4113,497,497,655,927,978,"DeKalb County, TN",DeKalb County,DeKalb County,TN
4114,457,532,701,1011,1032,"Dyer County, TN",Dyer County,Dyer County,TN
4115,492,532,649,853,1095,"Fentress County, TN",Fentress County,Fentress County,TN
4116,507,513,668,964,1113,"Franklin County, TN",Franklin County,Franklin County,TN
4117,535,619,705,972,1238,"Gibson County, TN",Gibson County,Gibson County,TN
4118,520,602,685,917,1124,"Giles County, TN",Giles County,Giles County,TN
4119,510,514,649,885,1080,"Greene County, TN",Greene County,Greene County,TN
4120,492,518,649,894,969,"Grundy County, TN",Grundy County,Grundy County,TN
4121,492,497,649,936,1139,"Hancock County, TN",Hancock County,Hancock County,TN
4122,493,494,650,881,958,"Hardeman County, TN",Hardeman County,Hardeman County,TN
4123,561,561,739,921,1124,"Hardin County, TN",Hardin County,Hardin County,TN
4124,471,522,687,944,1026,"Haywood County, TN",Haywood County,Haywood County,TN
4125,538,541,709,893,960,"Henderson County, TN",Henderson County,Henderson County,TN
4126,511,538,674,904,935,"Henry County, TN",Henry County,Henry County,TN
4127,567,611,747,931,1012,"Houston County, TN",Houston County,Houston County,TN
4128,526,609,693,931,1087,"Humphreys County, TN",Humphreys County,Humphreys County,TN
4129,492,493,649,809,879,"Jackson County, TN",Jackson County,Jackson County,TN
4130,504,540,665,829,993,"Johnson County, TN",Johnson County,Johnson County,TN
4131,492,497,649,823,879,"Lake County, TN",Lake County,Lake County,TN
4132,510,520,672,887,1049,"Lauderdale County, TN",Lauderdale County,Lauderdale County,TN
4133,526,568,694,911,1039,"Lawrence County, TN",Lawrence County,Lawrence County,TN
4134,492,509,649,855,969,"Lewis County, TN",Lewis County,Lewis County,TN
4135,526,547,694,953,966,"Lincoln County, TN",Lincoln County,Lincoln County,TN
4136,533,618,703,949,952,"McMinn County, TN",McMinn County,McMinn County,TN
4137,492,513,649,856,1139,"McNairy County, TN",McNairy County,McNairy County,TN
4138,583,587,773,981,1047,"Marshall County, TN",Marshall County,Marshall County,TN
4139,501,580,660,952,986,"Meigs County, TN",Meigs County,Meigs County,TN
4140,442,590,678,978,1020,"Monroe County, TN",Monroe County,Monroe County,TN
4141,492,509,649,919,969,"Moore County, TN",Moore County,Moore County,TN
4142,484,554,673,890,1066,"Obion County, TN",Obion County,Obion County,TN
4143,492,493,649,849,969,"Overton County, TN",Overton County,Overton County,TN
4144,490,494,650,891,971,"Perry County, TN",Perry County,Perry County,TN
4145,492,509,649,809,969,"Pickett County, TN",Pickett County,Pickett County,TN
4146,583,587,750,1040,1100,"Putnam County, TN",Putnam County,Putnam County,TN
4147,532,535,705,933,1155,"Rhea County, TN",Rhea County,Rhea County,TN
4148,492,493,649,876,879,"Scott County, TN",Scott County,Scott County,TN
4149,691,698,809,1106,1229,"Sevier County, TN",Sevier County,Sevier County,TN
4150,529,546,697,869,1224,"Stewart County, TN",Stewart County,Stewart County,TN
4151,492,493,649,809,969,"Van Buren County, TN",Van Buren County,Van Buren County,TN
4152,538,538,709,884,1119,"Warren County, TN",Warren County,Warren County,TN
4153,492,515,649,829,969,"Wayne County, TN",Wayne County,Wayne County,TN
4154,474,550,674,877,1020,"Weakley County, TN",Weakley County,Weakley County,TN
4155,520,537,685,888,928,"White County, TN",White County,White County,TN
4156,604,695,815,1152,1431,"Anderson County, TX",Anderson County,Anderson County,TX
4157,790,854,1066,1328,1872,"Andrews County, TX",Andrews County,Andrews County,TX
4158,720,734,843,1105,1142,"Angelina County, TX",Angelina County,Angelina County,TX
4159,529,627,714,1030,1074,"Bailey County, TX",Bailey County,Bailey County,TX
4160,529,627,714,1030,1074,"Baylor County, TX",Baylor County,Baylor County,TX
4161,692,696,917,1323,1552,"Bee County, TX",Bee County,Bee County,TX
4162,627,645,846,1071,1330,"Blanco County, TX",Blanco County,Blanco County,TX
4163,594,639,801,1064,1204,"Borden County, TX",Borden County,Borden County,TX
4164,564,577,760,947,1075,"Bosque County, TX",Bosque County,Bosque County,TX
4165,618,622,815,1100,1104,"Brewster County, TX",Brewster County,Brewster County,TX
4166,529,570,714,1007,1074,"Briscoe County, TX",Briscoe County,Briscoe County,TX
4167,529,570,714,890,1074,"Brooks County, TX",Brooks County,Brooks County,TX
4168,522,620,761,1098,1182,"Brown County, TX",Brown County,Brown County,TX
4169,711,757,862,1214,1440,"Burnet County, TX",Burnet County,Burnet County,TX
4170,633,697,853,1118,1283,"Calhoun County, TX",Calhoun County,Calhoun County,TX
4171,549,651,741,1069,1114,"Camp County, TX",Camp County,Camp County,TX
4172,465,542,714,1030,1173,"Cass County, TX",Cass County,Cass County,TX
4173,533,623,719,942,1081,"Castro County, TX",Castro County,Castro County,TX
4174,562,576,758,1020,1027,"Cherokee County, TX",Cherokee County,Cherokee County,TX
4175,600,646,809,1167,1217,"Childress County, TX",Childress County,Childress County,TX
4176,529,570,714,890,1074,"Cochran County, TX",Cochran County,Cochran County,TX
4177,529,542,714,890,1074,"Coke County, TX",Coke County,Coke County,TX
4178,529,542,714,964,967,"Coleman County, TX",Coleman County,Coleman County,TX
4179,529,570,714,890,1074,"Collingsworth County, TX",Collingsworth County,Collingsworth County,TX
4180,538,551,726,1047,1164,"Colorado County, TX",Colorado County,Colorado County,TX
4181,529,627,714,1030,1074,"Comanche County, TX",Comanche County,Comanche County,TX
4182,610,625,823,1026,1238,"Concho County, TX",Concho County,Concho County,TX
4183,654,726,882,1190,1195,"Cooke County, TX",Cooke County,Cooke County,TX
4184,555,598,749,933,1126,"Cottle County, TX",Cottle County,Cottle County,TX
4185,529,570,714,1030,1074,"Crane County, TX",Crane County,Crane County,TX
4186,529,570,714,948,1074,"Crockett County, TX",Crockett County,Crockett County,TX
4187,594,608,801,1064,1204,"Culberson County, TX",Culberson County,Culberson County,TX
4188,596,706,804,1002,1209,"Dallam County, TX",Dallam County,Dallam County,TX
4189,529,627,714,1009,1013,"Dawson County, TX",Dawson County,Dawson County,TX
4190,630,645,850,1092,1151,"Deaf Smith County, TX",Deaf Smith County,Deaf Smith County,TX
4191,529,578,714,964,967,"Delta County, TX",Delta County,Delta County,TX
4192,607,636,819,1099,1264,"DeWitt County, TX",DeWitt County,DeWitt County,TX
4193,529,627,714,948,1074,"Dickens County, TX",Dickens County,Dickens County,TX
4194,813,876,1097,1457,1650,"Dimmit County, TX",Dimmit County,Dimmit County,TX
4195,529,542,714,1030,1074,"Donley County, TX",Donley County,Donley County,TX
4196,529,570,714,987,991,"Duval County, TX",Duval County,Duval County,TX
4197,465,542,714,890,967,"Eastland County, TX",Eastland County,Eastland County,TX
4198,594,639,801,1064,1204,"Edwards County, TX",Edwards County,Edwards County,TX
4199,686,690,833,1124,1128,"Erath County, TX",Erath County,Erath County,TX
4200,584,598,787,1102,1202,"Fannin County, TX",Fannin County,Fannin County,TX
4201,597,611,805,1086,1091,"Fayette County, TX",Fayette County,Fayette County,TX
4202,529,570,714,973,1074,"Fisher County, TX",Fisher County,Fisher County,TX
4203,567,672,765,953,1036,"Floyd County, TX",Floyd County,Floyd County,TX
4204,594,639,801,1064,1204,"Foard County, TX",Foard County,Foard County,TX
4205,558,620,752,1009,1320,"Franklin County, TX",Franklin County,Franklin County,TX
4206,529,556,714,1030,1254,"Freestone County, TX",Freestone County,Freestone County,TX
4207,558,661,752,1003,1131,"Frio County, TX",Frio County,Frio County,TX
4208,529,570,714,1030,1254,"Gaines County, TX",Gaines County,Gaines County,TX
4209,548,590,739,980,1246,"Garza County, TX",Garza County,Garza County,TX
4210,732,749,987,1424,1508,"Gillespie County, TX",Gillespie County,Gillespie County,TX
4211,594,639,801,1064,1204,"Glasscock County, TX",Glasscock County,Glasscock County,TX
4212,600,604,792,1134,1191,"Gonzales County, TX",Gonzales County,Gonzales County,TX
4213,606,620,817,1086,1229,"Gray County, TX",Gray County,Gray County,TX
4214,581,595,783,1075,1177,"Grimes County, TX",Grimes County,Grimes County,TX
4215,529,619,714,1025,1200,"Hale County, TX",Hale County,Hale County,TX
4216,529,601,714,1030,1074,"Hall County, TX",Hall County,Hall County,TX
4217,535,624,721,898,1084,"Hamilton County, TX",Hamilton County,Hamilton County,TX
4218,583,616,786,979,1182,"Hansford County, TX",Hansford County,Hansford County,TX
4219,529,542,714,948,1074,"Hardeman County, TX",Hardeman County,Hardeman County,TX
4220,540,698,829,1055,1123,"Harrison County, TX",Harrison County,Harrison County,TX
4221,601,712,811,1170,1220,"Hartley County, TX",Hartley County,Hartley County,TX
4222,529,627,714,902,1074,"Haskell County, TX",Haskell County,Haskell County,TX
4223,648,664,874,1089,1314,"Hemphill County, TX",Hemphill County,Hemphill County,TX
4224,621,642,837,1092,1286,"Henderson County, TX",Henderson County,Henderson County,TX
4225,515,625,791,1007,1072,"Hill County, TX",Hill County,Hill County,TX
4226,540,623,728,946,1278,"Hockley County, TX",Hockley County,Hockley County,TX
4227,595,634,803,1158,1225,"Hopkins County, TX",Hopkins County,Hopkins County,TX
4228,532,545,718,895,973,"Houston County, TX",Houston County,Houston County,TX
4229,709,807,956,1191,1295,"Howard County, TX",Howard County,Howard County,TX
4230,609,623,821,1058,1352,"Hutchinson County, TX",Hutchinson County,Hutchinson County,TX
4231,605,620,816,1129,1433,"Jack County, TX",Jack County,Jack County,TX
4232,637,677,859,1239,1292,"Jackson County, TX",Jackson County,Jackson County,TX
4233,604,619,815,1080,1104,"Jasper County, TX",Jasper County,Jasper County,TX
4234,856,922,1155,1534,1737,"Jeff Davis County, TX",Jeff Davis County,Jeff Davis County,TX
4235,594,639,801,1156,1204,"Jim Hogg County, TX",Jim Hogg County,Jim Hogg County,TX
4236,643,671,884,1102,1198,"Jim Wells County, TX",Jim Wells County,Jim Wells County,TX
4237,536,624,822,1024,1236,"Karnes County, TX",Karnes County,Karnes County,TX
4238,594,639,801,1064,1204,"Kenedy County, TX",Kenedy County,Kenedy County,TX
4239,529,570,714,1012,1074,"Kent County, TX",Kent County,Kent County,TX
4240,744,766,872,1258,1351,"Kerr County, TX",Kerr County,Kerr County,TX
4241,577,664,778,978,1170,"Kimble County, TX",Kimble County,Kimble County,TX
4242,594,639,801,998,1204,"King County, TX",King County,King County,TX
4243,619,667,835,1041,1256,"Kinney County, TX",Kinney County,Kinney County,TX
4244,641,656,864,1246,1517,"Kleberg County, TX",Kleberg County,Kleberg County,TX
4245,529,570,714,890,1074,"Knox County, TX",Knox County,Knox County,TX
4246,552,596,761,999,1336,"Lamar County, TX",Lamar County,Lamar County,TX
4247,529,627,714,893,967,"Lamb County, TX",Lamb County,Lamb County,TX
4248,544,557,734,1059,1104,"La Salle County, TX",La Salle County,La Salle County,TX
4249,498,581,765,1069,1150,"Lavaca County, TX",Lavaca County,Lavaca County,TX
4250,627,753,859,1133,1292,"Lee County, TX",Lee County,Lee County,TX
4251,529,584,714,979,990,"Leon County, TX",Leon County,Leon County,TX
4252,527,625,809,1008,1096,"Limestone County, TX",Limestone County,Limestone County,TX
4253,552,595,745,1021,1050,"Lipscomb County, TX",Lipscomb County,Lipscomb County,TX
4254,539,542,714,1030,1254,"Live Oak County, TX",Live Oak County,Live Oak County,TX
4255,664,680,896,1117,1347,"Llano County, TX",Llano County,Llano County,TX
4256,594,639,801,1064,1204,"Loving County, TX",Loving County,Loving County,TX
4257,595,610,803,1001,1208,"McCulloch County, TX",McCulloch County,McCulloch County,TX
4258,594,639,801,1064,1204,"McMullen County, TX",McMullen County,McMullen County,TX
4259,675,691,910,1134,1233,"Madison County, TX",Madison County,Madison County,TX
4260,541,582,729,957,1096,"Marion County, TX",Marion County,Marion County,TX
4261,678,730,914,1305,1374,"Mason County, TX",Mason County,Mason County,TX
4262,679,683,832,1046,1455,"Matagorda County, TX",Matagorda County,Matagorda County,TX
4263,560,564,743,926,1137,"Maverick County, TX",Maverick County,Maverick County,TX
4264,529,570,714,890,1074,"Menard County, TX",Menard County,Menard County,TX
4265,531,583,716,1004,1257,"Milam County, TX",Milam County,Milam County,TX
4266,529,570,714,890,1074,"Mills County, TX",Mills County,Mills County,TX
4267,529,542,714,910,1110,"Mitchell County, TX",Mitchell County,Mitchell County,TX
4268,652,667,879,1095,1322,"Montague County, TX",Montague County,Montague County,TX
4269,611,648,824,1036,1239,"Moore County, TX",Moore County,Moore County,TX
4270,465,542,714,1030,1238,"Morris County, TX",Morris County,Morris County,TX
4271,529,570,714,948,1074,"Motley County, TX",Motley County,Motley County,TX
4272,578,717,874,1146,1329,"Nacogdoches County, TX",Nacogdoches County,Nacogdoches County,TX
4273,628,632,833,1176,1318,"Navarro County, TX",Navarro County,Navarro County,TX
4274,537,550,724,950,1271,"Nolan County, TX",Nolan County,Nolan County,TX
4275,569,613,768,975,1193,"Ochiltree County, TX",Ochiltree County,Ochiltree County,TX
4276,549,625,805,1077,1281,"Palo Pinto County, TX",Palo Pinto County,Palo Pinto County,TX
4277,588,602,793,988,1148,"Panola County, TX",Panola County,Panola County,TX
4278,529,627,714,940,1254,"Parmer County, TX",Parmer County,Parmer County,TX
4279,661,683,892,1228,1566,"Pecos County, TX",Pecos County,Pecos County,TX
4280,536,600,761,1039,1104,"Polk County, TX",Polk County,Polk County,TX
4281,529,570,714,1030,1074,"Presidio County, TX",Presidio County,Presidio County,TX
4282,526,603,725,979,982,"Rains County, TX",Rains County,Rains County,TX
4283,706,750,952,1186,1432,"Reagan County, TX",Reagan County,Reagan County,TX
4284,609,655,821,1097,1235,"Real County, TX",Real County,Real County,TX
4285,529,542,714,890,1074,"Red River County, TX",Red River County,Red River County,TX
4286,577,683,778,1091,1170,"Reeves County, TX",Reeves County,Reeves County,TX
4287,602,713,812,1019,1221,"Refugio County, TX",Refugio County,Refugio County,TX
4288,594,639,801,1064,1204,"Roberts County, TX",Roberts County,Roberts County,TX
4289,537,550,724,902,981,"Runnels County, TX",Runnels County,Runnels County,TX
4290,529,627,714,1030,1074,"Sabine County, TX",Sabine County,Sabine County,TX
4291,554,569,747,931,1123,"San Augustine County, TX",San Augustine County,San Augustine County,TX
4292,558,601,753,1016,1020,"San Jacinto County, TX",San Jacinto County,San Jacinto County,TX
4293,544,557,733,1003,1102,"San Saba County, TX",San Saba County,San Saba County,TX
