,R_0,R_1,R_2,R_3,R_4,City_State,County_Name,Secondary_Name,State
854,925,952,1084,1428,1903,"Beaufort County, SC HUD Metro FMR Area",Beaufort County,Beaufort County,SC
855,766,789,898,1119,1332,"Jasper County, SC HUD Metro FMR Area",Jasper County,Jasper County,SC
856,762,840,956,1379,1678,"Hinesville, GA HUD Metro FMR Area",Liberty County,Liberty County,GA
857,574,578,726,1047,1119,"Long County, GA HUD Metro FMR Area",Long County,Long County,GA
858,682,686,904,1289,1587,"Homosassa Springs, FL MSA",Citrus County,Citrus County,FL
859,587,620,817,1027,1273,"Hot Springs, AR MSA",Garland County,Garland County,AR
860,733,737,933,1289,1548,"Houma-Thibodaux, LA MSA",Lafourche Parish,Lafourche Parish,LA
861,733,737,933,1289,1548,"Houma-Thibodaux, LA MSA",Terrebonne Parish,Terrebonne Parish,LA
862,888,976,1178,1597,2018,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",Chambers County,Chambers County,TX
863,888,976,1178,1597,2018,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",Fort Bend County,Fort Bend County,TX
864,888,976,1178,1597,2018,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",Galveston County,Galveston County,TX
865,888,976,1178,1597,2018,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",Harris County,Harris County,TX
866,888,976,1178,1597,2018,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",Liberty County,Liberty County,TX
867,888,976,1178,1597,2018,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",Montgomery County,Montgomery County,TX
868,888,976,1178,1597,2018,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",Waller County,Waller County,TX
869,772,997,1147,1543,2014,"Brazoria County, TX HUD Metro FMR Area",Brazoria County,Brazoria County,TX
870,786,863,1046,1303,1836,"Austin County, TX HUD Metro FMR Area",Austin County,Austin County,TX
871,589,712,860,1156,1360,"Huntington-Ashland, WV-KY-OH HUD Metro FMR Area",Boyd County,Boyd County,KY
872,589,712,860,1156,1360,"Huntington-Ashland, WV-KY-OH HUD Metro FMR Area",Greenup County,Greenup County,KY
873,589,712,860,1156,1360,"Huntington-Ashland, WV-KY-OH HUD Metro FMR Area",Lawrence County,Lawrence County,OH
874,589,712,860,1156,1360,"Huntington-Ashland, WV-KY-OH HUD Metro FMR Area",Cabell County,Cabell County,WV
875,589,712,860,1156,1360,"Huntington-Ashland, WV-KY-OH HUD Metro FMR Area",Wayne County,Wayne County,WV
876,507,602,727,980,1130,"Lincoln County, WV HUD Metro FMR Area",Lincoln County,Lincoln County,WV
877,675,737,968,1269,1529,"Putnam County, WV HUD Metro FMR Area",Putnam County,Putnam County,WV
878,611,711,843,1121,1480,"Huntsville, AL MSA",Limestone County,Limestone County,AL
879,611,711,843,1121,1480,"Huntsville, AL MSA",Madison County,Madison County,AL
880,549,678,833,1202,1435,"Idaho Falls, ID HUD Metro FMR Area",Bonneville County,Bonneville County,ID
881,549,678,833,1202,1435,"Idaho Falls, ID HUD Metro FMR Area",Jefferson County,Jefferson County,ID
882,542,625,823,1187,1420,"Butte County, ID HUD Metro FMR Area",Butte County,Butte County,ID
883,577,663,856,1115,1215,"Anderson, IN HUD Metro FMR Area",Madison County,Madison County,IN
884,718,829,1008,1339,1534,"Indianapolis-Carmel, IN HUD Metro FMR Area",Boone County,Boone County,IN
885,718,829,1008,1339,1534,"Indianapolis-Carmel, IN HUD Metro FMR Area",Brown County,Brown County,IN
886,718,829,1008,1339,1534,"Indianapolis-Carmel, IN HUD Metro FMR Area",Hamilton County,Hamilton County,IN
887,718,829,1008,1339,1534,"Indianapolis-Carmel, IN HUD Metro FMR Area",Hancock County,Hancock County,IN
888,718,829,1008,1339,1534,"Indianapolis-Carmel, IN HUD Metro FMR Area",Hendricks County,Hendricks County,IN
889,718,829,1008,1339,1534,"Indianapolis-Carmel, IN HUD Metro FMR Area",Johnson County,Johnson County,IN
890,718,829,1008,1339,1534,"Indianapolis-Carmel, IN HUD Metro FMR Area",Marion County,Marion County,IN
891,718,829,1008,1339,1534,"Indianapolis-Carmel, IN HUD Metro FMR Area",Morgan County,Morgan County,IN
892,718,829,1008,1339,1534,"Indianapolis-Carmel, IN HUD Metro FMR Area",Shelby County,Shelby County,IN
893,602,613,796,1148,1162,"Putnam County, IN HUD Metro FMR Area",Putnam County,Putnam County,IN
894,751,824,1077,1554,1891,"Iowa City, IA HUD Metro FMR Area",Johnson County,Johnson County,IA
895,616,667,879,1095,1245,"Washington County, IA HUD Metro FMR Area",Washington County,Washington County,IA
896,1016,1072,1296,1654,1933,"Ithaca, NY MSA",Tompkins County,Tompkins County,NY
897,646,706,842,1082,1190,"Jackson, MI MSA",Jackson County,Jackson County,MI
898,768,840,989,1247,1455,"Jackson, MS HUD Metro FMR Area",Copiah County,Copiah County,MS
899,768,840,989,1247,1455,"Jackson, MS HUD Metro FMR Area",Hinds County,Hinds County,MS
900,768,840,989,1247,1455,"Jackson, MS HUD Metro FMR Area",Madison County,Madison County,MS
901,768,840,989,1247,1455,"Jackson, MS HUD Metro FMR Area",Rankin County,Rankin County,MS
902,623,697,793,988,1218,"Simpson County, MS HUD Metro FMR Area",Simpson County,Simpson County,MS
903,566,569,750,935,1123,"Yazoo County, MS HUD Metro FMR Area",Yazoo County,Yazoo County,MS
904,562,706,862,1229,1234,"Jackson, TN HUD Metro FMR Area",Chester County,Chester County,TN
905,562,706,862,1229,1234,"Jackson, TN HUD Metro FMR Area",Madison County,Madison County,TN
906,449,523,689,910,1210,"Crockett County, TN HUD Metro FMR Area",Crockett County,Crockett County,TN
907,750,935,1135,1491,1904,"Jacksonville, FL HUD Metro FMR Area",Clay County,Clay County,FL
908,750,935,1135,1491,1904,"Jacksonville, FL HUD Metro FMR Area",Duval County,Duval County,FL
909,750,935,1135,1491,1904,"Jacksonville, FL HUD Metro FMR Area",Nassau County,Nassau County,FL
910,750,935,1135,1491,1904,"Jacksonville, FL HUD Metro FMR Area",St. Johns County,St. Johns County,FL
911,535,613,807,1006,1356,"Baker County, FL HUD Metro FMR Area",Baker County,Baker County,FL
912,748,769,978,1411,1717,"Jacksonville, NC MSA",Onslow County,Onslow County,NC
913,669,673,882,1164,1195,"Janesville-Beloit, WI MSA",Rock County,Rock County,WI
914,461,555,708,1021,1030,"Jefferson City, MO HUD Metro FMR Area",Cole County,Cole County,MO
915,461,555,708,1021,1030,"Jefferson City, MO HUD Metro FMR Area",Osage County,Osage County,MO
916,577,581,765,1049,1250,"Callaway County, MO HUD Metro FMR Area",Callaway County,Callaway County,MO
917,490,494,650,836,1002,"Moniteau County, MO HUD Metro FMR Area",Moniteau County,Moniteau County,MO
918,598,604,741,936,1092,"Johnson City, TN MSA",Carter County,Carter County,TN
919,598,604,741,936,1092,"Johnson City, TN MSA",Unicoi County,Unicoi County,TN
920,598,604,741,936,1092,"Johnson City, TN MSA",Washington County,Washington County,TN
921,478,573,714,917,1015,"Johnstown, PA MSA",Cambria County,Cambria County,PA
922,532,646,816,1120,1286,"Jonesboro, AR HUD Metro FMR Area",Craighead County,Craighead County,AR
923,483,486,640,846,926,"Poinsett County, AR HUD Metro FMR Area",Poinsett County,Poinsett County,AR
924,548,597,766,1014,1061,"Joplin, MO MSA",Jasper County,Jasper County,MO
925,548,597,766,1014,1061,"Joplin, MO MSA",Newton County,Newton County,MO
926,1382,1511,1906,2704,3084,"Kahului-Wailuku-Lahaina, HI MSA",Kalawao County,Kalawao County,HI
927,1382,1511,1906,2704,3084,"Kahului-Wailuku-Lahaina, HI MSA",Maui County,Maui County,HI
928,615,721,892,1208,1291,"Kalamazoo-Portage, MI MSA",Kalamazoo County,Kalamazoo County,MI
929,615,721,892,1208,1291,"Kalamazoo-Portage, MI MSA",Van Buren County,Van Buren County,MI
930,666,743,978,1308,1467,"Kankakee, IL MSA",Kankakee County,Kankakee County,IL
931,727,872,1049,1409,1598,"Kansas City, MO-KS HUD Metro FMR Area",Johnson County,Johnson County,KS
932,727,872,1049,1409,1598,"Kansas City, MO-KS HUD Metro FMR Area",Leavenworth County,Leavenworth County,KS
933,727,872,1049,1409,1598,"Kansas City, MO-KS HUD Metro FMR Area",Linn County,Linn County,KS
934,727,872,1049,1409,1598,"Kansas City, MO-KS HUD Metro FMR Area",Miami County,Miami County,KS
935,727,872,1049,1409,1598,"Kansas City, MO-KS HUD Metro FMR Area",Wyandotte County,Wyandotte County,KS
936,727,872,1049,1409,1598,"Kansas City, MO-KS HUD Metro FMR Area",Caldwell County,Caldwell County,MO
937,727,872,1049,1409,1598,"Kansas City, MO-KS HUD Metro FMR Area",Cass County,Cass County,MO
938,727,872,1049,1409,1598,"Kansas City, MO-KS HUD Metro FMR Area",Clay County,Clay County,MO
939,727,872,1049,1409,1598,"Kansas City, MO-KS HUD Metro FMR Area",Clinton County,Clinton County,MO
940,727,872,1049,1409,1598,"Kansas City, MO-KS HUD Metro FMR Area",Jackson County,Jackson County,MO
941,727,872,1049,1409,1598,"Kansas City, MO-KS HUD Metro FMR Area",Lafayette County,Lafayette County,MO
942,727,872,1049,1409,1598,"Kansas City, MO-KS HUD Metro FMR Area",Platte County,Platte County,MO
943,727,872,1049,1409,1598,"Kansas City, MO-KS HUD Metro FMR Area",Ray County,Ray County,MO
944,512,560,737,961,1160,"Bates County, MO HUD Metro FMR Area",Bates County,Bates County,MO
945,756,926,1142,1549,1947,"Kennewick-Richland, WA MSA",Benton County,Benton County,WA
946,756,926,1142,1549,1947,"Kennewick-Richland, WA MSA",Franklin County,Franklin County,WA
947,645,649,833,1202,1463,"Killeen-Temple, TX HUD Metro FMR Area",Bell County,Bell County,TX
948,645,649,833,1202,1463,"Killeen-Temple, TX HUD Metro FMR Area",Coryell County,Coryell County,TX
949,597,601,791,1141,1168,"Lampasas County, TX HUD Metro FMR Area",Lampasas County,Lampasas County,TX
950,549,558,735,961,1059,"Kingsport-Bristol-Bristol, TN-VA MSA",Hawkins County,Hawkins County,TN
951,549,558,735,961,1059,"Kingsport-Bristol-Bristol, TN-VA MSA",Sullivan County,Sullivan County,TN
952,549,558,735,961,1059,"Kingsport-Bristol-Bristol, TN-VA MSA",Scott County,Scott County,VA
953,549,558,735,961,1059,"Kingsport-Bristol-Bristol, TN-VA MSA",Washington County,Washington County,VA
954,549,558,735,961,1059,"Kingsport-Bristol-Bristol, TN-VA MSA",Bristol city,Bristol city,VA
955,839,1025,1287,1655,1872,"Kingston, NY MSA",Ulster County,Ulster County,NY
956,670,796,982,1286,1584,"Knoxville, TN HUD Metro FMR Area",Anderson County,Anderson County,TN
957,670,796,982,1286,1584,"Knoxville, TN HUD Metro FMR Area",Blount County,Blount County,TN
958,670,796,982,1286,1584,"Knoxville, TN HUD Metro FMR Area",Knox County,Knox County,TN
959,670,796,982,1286,1584,"Knoxville, TN HUD Metro FMR Area",Loudon County,Loudon County,TN
960,670,796,982,1286,1584,"Knoxville, TN HUD Metro FMR Area",Union County,Union County,TN
961,516,658,749,986,1015,"Grainger County, TN HUD Metro FMR Area",Grainger County,Grainger County,TN
962,485,550,725,973,1175,"Campbell County, TN HUD Metro FMR Area",Campbell County,Campbell County,TN
963,542,597,786,1057,1380,"Morgan County, TN HUD Metro FMR Area",Morgan County,Morgan County,TN
964,573,668,880,1097,1345,"Roane County, TN HUD Metro FMR Area",Roane County,Roane County,TN
965,598,602,767,1077,1165,"Kokomo, IN MSA",Howard County,Howard County,IN
966,579,674,888,1234,1559,"La Crosse-Onalaska, WI-MN MSA",Houston County,Houston County,MN
967,579,674,888,1234,1559,"La Crosse-Onalaska, WI-MN MSA",La Crosse County,La Crosse County,WI
968,710,856,982,1298,1427,"Lafayette, LA HUD Metro FMR Area",Lafayette Parish,Lafayette Parish,LA
969,710,856,982,1298,1427,"Lafayette, LA HUD Metro FMR Area",St. Martin Parish,St. Martin Parish,LA
970,536,539,710,993,1134,"Acadia Parish, LA HUD Metro FMR Area",Acadia Parish,Acadia Parish,LA
971,637,642,845,1053,1401,"Iberia Parish, LA HUD Metro FMR Area",Iberia Parish,Iberia Parish,LA
972,593,648,748,1010,1014,"Vermilion Parish, LA HUD Metro FMR Area",Vermilion Parish,Vermilion Parish,LA
973,659,767,890,1198,1529,"Lafayette-West Lafayette, IN HUD Metro FMR Area",Benton County,Benton County,IN
974,659,767,890,1198,1529,"Lafayette-West Lafayette, IN HUD Metro FMR Area",Tippecanoe County,Tippecanoe County,IN
975,539,550,724,902,981,"Carroll County, IN HUD Metro FMR Area",Carroll County,Carroll County,IN
976,658,706,892,1132,1327,"Lake Charles, LA MSA",Calcasieu Parish,Calcasieu Parish,LA
977,658,706,892,1132,1327,"Lake Charles, LA MSA",Cameron Parish,Cameron Parish,LA
978,673,746,931,1343,1480,"Lake Havasu City-Kingman, AZ MSA",Mohave County,Mohave County,AZ
979,744,749,976,1303,1648,"Lakeland-Winter Haven, FL MSA",Polk County,Polk County,FL
980,734,871,1096,1388,1485,"Lancaster, PA MSA",Lancaster County,Lancaster County,PA
981,726,769,951,1244,1363,"Lansing-East Lansing, MI MSA",Clinton County,Clinton County,MI
982,726,769,951,1244,1363,"Lansing-East Lansing, MI MSA",Eaton County,Eaton County,MI
983,726,769,951,1244,1363,"Lansing-East Lansing, MI MSA",Ingham County,Ingham County,MI
984,721,725,910,1195,1365,"Laredo, TX MSA",Webb County,Webb County,TX
985,577,638,787,1135,1355,"Las Cruces, NM MSA",Dona Ana County,Dona Ana County,NM
986,774,932,1148,1656,2000,"Las Vegas-Henderson-Paradise, NV MSA",Clark County,Clark County,NV
987,735,778,987,1424,1733,"Lawrence, KS MSA",Douglas County,Douglas County,KS
988,590,612,795,1147,1294,"Lawton, OK HUD Metro FMR Area",Comanche County,Comanche County,OK
989,511,603,686,953,1112,"Cotton County, OK HUD Metro FMR Area",Cotton County,Cotton County,OK
990,714,719,931,1201,1333,"Lebanon, PA MSA",Lebanon County,Lebanon County,PA
991,595,693,913,1235,1518,"Lewiston, ID-WA MSA",Nez Perce County,Nez Perce County,ID
992,595,693,913,1235,1518,"Lewiston, ID-WA MSA",Asotin County,Asotin County,WA
993,635,682,875,1108,1415,"Lewiston-Auburn, ME MSA",Androscoggin County,Auburn city,ME
994,635,682,875,1108,1415,"Lewiston-Auburn, ME MSA",Androscoggin County,Durham town,ME
995,635,682,875,1108,1415,"Lewiston-Auburn, ME MSA",Androscoggin County,Greene town,ME
996,635,682,875,1108,1415,"Lewiston-Auburn, ME MSA",Androscoggin County,Leeds town,ME
997,635,682,875,1108,1415,"Lewiston-Auburn, ME MSA",Androscoggin County,Lewiston city,ME
998,635,682,875,1108,1415,"Lewiston-Auburn, ME MSA",Androscoggin County,Lisbon town,ME
999,635,682,875,1108,1415,"Lewiston-Auburn, ME MSA",Androscoggin County,Livermore town,ME
1000,635,682,875,1108,1415,"Lewiston-Auburn, ME MSA",Androscoggin County,Livermore Falls town,ME
1001,635,682,875,1108,1415,"Lewiston-Auburn, ME MSA",Androscoggin County,Mechanic Falls town,ME
1002,635,682,875,1108,1415,"Lewiston-Auburn, ME MSA",Androscoggin County,Minot town,ME
1003,635,682,875,1108,1415,"Lewiston-Auburn, ME MSA",Androscoggin County,Poland town,ME
1004,635,682,875,1108,1415,"Lewiston-Auburn, ME MSA",Androscoggin County,Sabattus town,ME
1005,635,682,875,1108,1415,"Lewiston-Auburn, ME MSA",Androscoggin County,Turner town,ME
1006,635,682,875,1108,1415,"Lewiston-Auburn, ME MSA",Androscoggin County,Wales town,ME
1007,642,728,922,1278,1607,"Lexington-Fayette, KY MSA",Bourbon County,Bourbon County,KY
1008,642,728,922,1278,1607,"Lexington-Fayette, KY MSA",Clark County,Clark County,KY
1009,642,728,922,1278,1607,"Lexington-Fayette, KY MSA",Fayette County,Fayette County,KY
1010,642,728,922,1278,1607,"Lexington-Fayette, KY MSA",Jessamine County,Jessamine County,KY
1011,642,728,922,1278,1607,"Lexington-Fayette, KY MSA",Scott County,Scott County,KY
1012,642,728,922,1278,1607,"Lexington-Fayette, KY MSA",Woodford County,Woodford County,KY
1013,549,632,757,1013,1049,"Lima, OH MSA",Allen County,Allen County,OH
1014,672,721,936,1316,1605,"Lincoln, NE HUD Metro FMR Area",Lancaster County,Lancaster County,NE
1015,560,588,775,1100,1361,"Seward County, NE HUD Metro FMR Area",Seward County,Seward County,NE
1016,681,732,855,1150,1348,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",Faulkner County,Faulkner County,AR
1017,681,732,855,1150,1348,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",Lonoke County,Lonoke County,AR
1018,681,732,855,1150,1348,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",Perry County,Perry County,AR
1019,681,732,855,1150,1348,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",Pulaski County,Pulaski County,AR
1020,681,732,855,1150,1348,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",Saline County,Saline County,AR
1021,602,647,754,940,1070,"Grant County, AR HUD Metro FMR Area",Grant County,Grant County,AR
1022,495,601,759,1094,1333,"Logan, UT-ID MSA",Franklin County,Franklin County,ID
1023,495,601,759,1094,1333,"Logan, UT-ID MSA",Cache County,Cache County,UT
1024,651,825,970,1297,1547,"Longview, TX HUD Metro FMR Area",Gregg County,Gregg County,TX
1025,651,825,970,1297,1547,"Longview, TX HUD Metro FMR Area",Upshur County,Upshur County,TX
1026,589,651,858,1109,1403,"Rusk County, TX HUD Metro FMR Area",Rusk County,Rusk County,TX
1027,686,802,1053,1519,1820,"Longview, WA MSA",Cowlitz County,Cowlitz County,WA
1028,1382,1638,2113,2824,3086,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",Los Angeles County,Los Angeles County,CA
1029,1688,1928,2394,3347,3865,"Santa Ana-Anaheim-Irvine, CA HUD Metro FMR Area",Orange County,Orange County,CA
1030,654,760,929,1251,1418,"Louisville, KY-IN HUD Metro FMR Area",Clark County,Clark County,IN
1031,654,760,929,1251,1418,"Louisville, KY-IN HUD Metro FMR Area",Floyd County,Floyd County,IN
1032,654,760,929,1251,1418,"Louisville, KY-IN HUD Metro FMR Area",Harrison County,Harrison County,IN
1033,654,760,929,1251,1418,"Louisville, KY-IN HUD Metro FMR Area",Bullitt County,Bullitt County,KY
1034,654,760,929,1251,1418,"Louisville, KY-IN HUD Metro FMR Area",Henry County,Henry County,KY
1035,654,760,929,1251,1418,"Louisville, KY-IN HUD Metro FMR Area",Jefferson County,Jefferson County,KY
1036,654,760,929,1251,1418,"Louisville, KY-IN HUD Metro FMR Area",Oldham County,Oldham County,KY
1037,654,760,929,1251,1418,"Louisville, KY-IN HUD Metro FMR Area",Spencer County,Spencer County,KY
1038,654,760,929,1251,1418,"Louisville, KY-IN HUD Metro FMR Area",Trimble County,Trimble County,KY
1039,598,644,848,1088,1187,"Scott County, IN HUD Metro FMR Area",Scott County,Scott County,IN
1040,504,542,714,997,1091,"Washington County, IN HUD Metro FMR Area",Washington County,Washington County,IN
1041,642,691,910,1234,1449,"Shelby County, KY HUD Metro FMR Area",Shelby County,Shelby County,KY
1042,651,752,911,1314,1599,"Lubbock, TX HUD Metro FMR Area",Crosby County,Crosby County,TX
1043,651,752,911,1314,1599,"Lubbock, TX HUD Metro FMR Area",Lubbock County,Lubbock County,TX
1044,531,651,741,1047,1301,"Lynn County, TX HUD Metro FMR Area",Lynn County,Lynn County,TX
1045,674,723,878,1182,1432,"Lynchburg, VA MSA",Amherst County,Amherst County,VA
1046,674,723,878,1182,1432,"Lynchburg, VA MSA",Appomattox County,Appomattox County,VA
1047,674,723,878,1182,1432,"Lynchburg, VA MSA",Bedford County,Bedford County,VA
1048,674,723,878,1182,1432,"Lynchburg, VA MSA",Campbell County,Campbell County,VA
1049,674,723,878,1182,1432,"Lynchburg, VA MSA",Lynchburg city,Lynchburg city,VA
1050,551,743,846,1098,1248,"Macon-Bibb County, GA HUD Metro FMR Area",Bibb County,Bibb County,GA
